,path,emotion
1243,data/training\Actor_25\25_01_01_01_ton_neutral.wav,neutral
1244,data/training\Actor_25\25_01_01_01_tool_neutral.wav,neutral
1245,data/training\Actor_25\25_01_01_01_tough_neutral.wav,neutral
1246,data/training\Actor_25\25_01_01_01_turn_neutral.wav,neutral
1247,data/training\Actor_25\25_01_01_01_vine_neutral.wav,neutral
1248,data/training\Actor_25\25_01_01_01_voice_neutral.wav,neutral
1249,data/training\Actor_25\25_01_01_01_void_neutral.wav,neutral
1250,data/training\Actor_25\25_01_01_01_vote_neutral.wav,neutral
1251,data/training\Actor_25\25_01_01_01_wag_neutral.wav,neutral
1252,data/training\Actor_25\25_01_01_01_walk_neutral.wav,neutral
1253,data/training\Actor_25\25_01_01_01_wash_neutral.wav,neutral
1254,data/training\Actor_25\25_01_01_01_week_neutral.wav,neutral
1255,data/training\Actor_25\25_01_01_01_wheat_neutral.wav,neutral
1256,data/training\Actor_25\25_01_01_01_when_neutral.wav,neutral
1257,data/training\Actor_25\25_01_01_01_which_neutral.wav,neutral
1258,data/training\Actor_25\25_01_01_01_whip_neutral.wav,neutral
1259,data/training\Actor_25\25_01_01_01_white_neutral.wav,neutral
1260,data/training\Actor_25\25_01_01_01_wife_neutral.wav,neutral
1261,data/training\Actor_25\25_01_01_01_wire_neutral.wav,neutral
1262,data/training\Actor_25\25_01_01_01_witch_neutral.wav,neutral
1263,data/training\Actor_25\25_01_01_01_yearn_neutral.wav,neutral
1264,data/training\Actor_25\25_01_01_01_yes_neutral.wav,neutral
1265,data/training\Actor_25\25_01_01_01_young_neutral.wav,neutral
1266,data/training\Actor_25\25_01_01_01_youth_neutral.wav,neutral
1267,data/training\Actor_26\26_01_01_01_back_neutral.wav,neutral
1268,data/training\Actor_26\26_01_01_01_bar_neutral.wav,neutral
1269,data/training\Actor_26\26_01_01_01_base_neutral.wav,neutral
1270,data/training\Actor_26\26_01_01_01_bath_neutral.wav,neutral
1271,data/training\Actor_26\26_01_01_01_bean_neutral.wav,neutral
1272,data/training\Actor_26\26_01_01_01_beg_neutral.wav,neutral
1273,data/training\Actor_26\26_01_01_01_bite_neutral.wav,neutral
1274,data/training\Actor_26\26_01_01_01_boat_neutral.wav,neutral
1275,data/training\Actor_26\26_01_01_01_bone_neutral.wav,neutral
1276,data/training\Actor_26\26_01_01_01_book_neutral.wav,neutral
1277,data/training\Actor_26\26_01_01_01_bought_neutral.wav,neutral
1278,data/training\Actor_26\26_01_01_01_burn_neutral.wav,neutral
1279,data/training\Actor_26\26_01_01_01_cab_neutral.wav,neutral
1280,data/training\Actor_26\26_01_01_01_calm_neutral.wav,neutral
1281,data/training\Actor_26\26_01_01_01_came_neutral.wav,neutral
1282,data/training\Actor_26\26_01_01_01_cause_neutral.wav,neutral
1283,data/training\Actor_26\26_01_01_01_chain_neutral.wav,neutral
1284,data/training\Actor_26\26_01_01_01_chair_neutral.wav,neutral
1285,data/training\Actor_26\26_01_01_01_chalk_neutral.wav,neutral
1286,data/training\Actor_26\26_01_01_01_chat_neutral.wav,neutral
1287,data/training\Actor_26\26_01_01_01_check_neutral.wav,neutral
1288,data/training\Actor_26\26_01_01_01_cheek_neutral.wav,neutral
1289,data/training\Actor_26\26_01_01_01_chief_neutral.wav,neutral
1290,data/training\Actor_26\26_01_01_01_choice_neutral.wav,neutral
1291,data/training\Actor_26\26_01_01_01_cool_neutral.wav,neutral
1292,data/training\Actor_26\26_01_01_01_dab_neutral.wav,neutral
1293,data/training\Actor_26\26_01_01_01_date_neutral.wav,neutral
1294,data/training\Actor_26\26_01_01_01_dead_neutral.wav,neutral
1295,data/training\Actor_26\26_01_01_01_death_neutral.wav,neutral
1296,data/training\Actor_26\26_01_01_01_deep_neutral.wav,neutral
1297,data/training\Actor_26\26_01_01_01_dime_neutral.wav,neutral
1298,data/training\Actor_26\26_01_01_01_dip_neutral.wav,neutral
1299,data/training\Actor_26\26_01_01_01_ditch_neutral.wav,neutral
1300,data/training\Actor_26\26_01_01_01_dodge_neutral.wav,neutral
1301,data/training\Actor_26\26_01_01_01_dog_neutral.wav,neutral
1302,data/training\Actor_26\26_01_01_01_doll_neutral.wav,neutral
1303,data/training\Actor_26\26_01_01_01_door_neutral.wav,neutral
1304,data/training\Actor_26\26_01_01_01_fail_neutral.wav,neutral
1305,data/training\Actor_26\26_01_01_01_fall_neutral.wav,neutral
1306,data/training\Actor_26\26_01_01_01_far_neutral.wav,neutral
1307,data/training\Actor_26\26_01_01_01_fat_neutral.wav,neutral
1308,data/training\Actor_26\26_01_01_01_fit_neutral.wav,neutral
1309,data/training\Actor_26\26_01_01_01_five_neutral.wav,neutral
1310,data/training\Actor_26\26_01_01_01_food_neutral.wav,neutral
1311,data/training\Actor_26\26_01_01_01_gap_neutral.wav,neutral
1312,data/training\Actor_26\26_01_01_01_gas_neutral.wav,neutral
1313,data/training\Actor_26\26_01_01_01_gaze_neutral.wav,neutral
1314,data/training\Actor_26\26_01_01_01_germ_neutral.wav,neutral
1315,data/training\Actor_26\26_01_01_01_get_neutral.wav,neutral
1316,data/training\Actor_26\26_01_01_01_gin_neutral.wav,neutral
1317,data/training\Actor_26\26_01_01_01_goal_neutral.wav,neutral
1318,data/training\Actor_26\26_01_01_01_good_neutral.wav,neutral
1319,data/training\Actor_26\26_01_01_01_goose_neutral.wav,neutral
1320,data/training\Actor_26\26_01_01_01_gun_neutral.wav,neutral
1321,data/training\Actor_26\26_01_01_01_half_neutral.wav,neutral
1322,data/training\Actor_26\26_01_01_01_hall_neutral.wav,neutral
1323,data/training\Actor_26\26_01_01_01_hash_neutral.wav,neutral
1324,data/training\Actor_26\26_01_01_01_hate_neutral.wav,neutral
1325,data/training\Actor_26\26_01_01_01_have_neutral.wav,neutral
1326,data/training\Actor_26\26_01_01_01_haze_neutral.wav,neutral
1327,data/training\Actor_26\26_01_01_01_hire_neutral.wav,neutral
1328,data/training\Actor_26\26_01_01_01_hit_neutral.wav,neutral
1329,data/training\Actor_26\26_01_01_01_hole_neutral.wav,neutral
1330,data/training\Actor_26\26_01_01_01_home_neutral.wav,neutral
1331,data/training\Actor_26\26_01_01_01_hurl_neutral.wav,neutral
1332,data/training\Actor_26\26_01_01_01_hush_neutral.wav,neutral
1333,data/training\Actor_26\26_01_01_01_jail_neutral.wav,neutral
1334,data/training\Actor_26\26_01_01_01_keep_neutral.wav,neutral
1335,data/training\Actor_26\26_01_01_01_keg_neutral.wav,neutral
1336,data/training\Actor_26\26_01_01_01_kick_neutral.wav,neutral
1337,data/training\Actor_26\26_01_01_01_kill_neutral.wav,neutral
1338,data/training\Actor_26\26_01_01_01_king_neutral.wav,neutral
1339,data/training\Actor_26\26_01_01_01_kite_neutral.wav,neutral
1340,data/training\Actor_26\26_01_01_01_knock_neutral.wav,neutral
1341,data/training\Actor_26\26_01_01_01_late_neutral.wav,neutral
1342,data/training\Actor_26\26_01_01_01_laud_neutral.wav,neutral
1343,data/training\Actor_26\26_01_01_01_lean_neutral.wav,neutral
1344,data/training\Actor_26\26_01_01_01_learn_neutral.wav,neutral
1345,data/training\Actor_26\26_01_01_01_lease_neutral.wav,neutral
1346,data/training\Actor_26\26_01_01_01_lid_neutral.wav,neutral
1347,data/training\Actor_26\26_01_01_01_life_neutral.wav,neutral
1348,data/training\Actor_26\26_01_01_01_limb_neutral.wav,neutral
1349,data/training\Actor_26\26_01_01_01_live_neutral.wav,neutral
1350,data/training\Actor_26\26_01_01_01_loaf_neutral.wav,neutral
1351,data/training\Actor_26\26_01_01_01_long_neutral.wav,neutral
1352,data/training\Actor_26\26_01_01_01_lore_neutral.wav,neutral
1353,data/training\Actor_26\26_01_01_01_lose_neutral.wav,neutral
1354,data/training\Actor_26\26_01_01_01_lot_neutral.wav,neutral
1355,data/training\Actor_26\26_01_01_01_love_neutral.wav,neutral
1356,data/training\Actor_26\26_01_01_01_luck_neutral.wav,neutral
1357,data/training\Actor_26\26_01_01_01_make_neutral.wav,neutral
1358,data/training\Actor_26\26_01_01_01_match_neutral.wav,neutral
1359,data/training\Actor_26\26_01_01_01_merge_neutral.wav,neutral
1360,data/training\Actor_26\26_01_01_01_mess_neutral.wav,neutral
1361,data/training\Actor_26\26_01_01_01_met_neutral.wav,neutral
1362,data/training\Actor_26\26_01_01_01_mill_neutral.wav,neutral
1363,data/training\Actor_26\26_01_01_01_mob_neutral.wav,neutral
1364,data/training\Actor_26\26_01_01_01_mode_neutral.wav,neutral
1365,data/training\Actor_26\26_01_01_01_mood_neutral.wav,neutral
1366,data/training\Actor_26\26_01_01_01_moon_neutral.wav,neutral
1367,data/training\Actor_26\26_01_01_01_mop_neutral.wav,neutral
1368,data/training\Actor_26\26_01_01_01_mouse_neutral.wav,neutral
1369,data/training\Actor_26\26_01_01_01_nag_neutral.wav,neutral
1370,data/training\Actor_26\26_01_01_01_name_neutral.wav,neutral
1371,data/training\Actor_26\26_01_01_01_near_neutral.wav,neutral
1372,data/training\Actor_26\26_01_01_01_neat_neutral.wav,neutral
1373,data/training\Actor_26\26_01_01_01_nice_neutral.wav,neutral
1374,data/training\Actor_26\26_01_01_01_note_neutral.wav,neutral
1375,data/training\Actor_26\26_01_01_01_numb_neutral.wav,neutral
1376,data/training\Actor_26\26_01_01_01_pad_neutral.wav,neutral
1377,data/training\Actor_26\26_01_01_01_page_neutral.wav,neutral
1378,data/training\Actor_26\26_01_01_01_pain_neutral.wav,neutral
1379,data/training\Actor_26\26_01_01_01_pass_neutral.wav,neutral
1380,data/training\Actor_26\26_01_01_01_pearl_neutral.wav,neutral
1381,data/training\Actor_26\26_01_01_01_peg_neutral.wav,neutral
1382,data/training\Actor_26\26_01_01_01_perch_neutral.wav,neutral
1383,data/training\Actor_26\26_01_01_01_phone_neutral.wav,neutral
1384,data/training\Actor_26\26_01_01_01_pick_neutral.wav,neutral
1385,data/training\Actor_26\26_01_01_01_pike_neutral.wav,neutral
1386,data/training\Actor_26\26_01_01_01_pole_neutral.wav,neutral
1387,data/training\Actor_26\26_01_01_01_pool_neutral.wav,neutral
1388,data/training\Actor_26\26_01_01_01_puff_neutral.wav,neutral
1389,data/training\Actor_26\26_01_01_01_rag_neutral.wav,neutral
1390,data/training\Actor_26\26_01_01_01_raid_neutral.wav,neutral
1391,data/training\Actor_26\26_01_01_01_rain_neutral.wav,neutral
1392,data/training\Actor_26\26_01_01_01_raise_neutral.wav,neutral
1393,data/training\Actor_26\26_01_01_01_rat_neutral.wav,neutral
1394,data/training\Actor_26\26_01_01_01_reach_neutral.wav,neutral
1395,data/training\Actor_26\26_01_01_01_read_neutral.wav,neutral
1396,data/training\Actor_26\26_01_01_01_red_neutral.wav,neutral
1397,data/training\Actor_26\26_01_01_01_ring_neutral.wav,neutral
1398,data/training\Actor_26\26_01_01_01_ripe_neutral.wav,neutral
1399,data/training\Actor_26\26_01_01_01_road_neutral.wav,neutral
1400,data/training\Actor_26\26_01_01_01_room_neutral.wav,neutral
1401,data/training\Actor_26\26_01_01_01_rose_neutral.wav,neutral
1402,data/training\Actor_26\26_01_01_01_rot_neutral.wav,neutral
1403,data/training\Actor_26\26_01_01_01_rough_neutral.wav,neutral
1404,data/training\Actor_26\26_01_01_01_rush_neutral.wav,neutral
1405,data/training\Actor_26\26_01_01_01_said_neutral.wav,neutral
1406,data/training\Actor_26\26_01_01_01_sail_neutral.wav,neutral
1407,data/training\Actor_26\26_01_01_01_search_neutral.wav,neutral
1408,data/training\Actor_26\26_01_01_01_seize_neutral.wav,neutral
1409,data/training\Actor_26\26_01_01_01_sell_neutral.wav,neutral
1410,data/training\Actor_26\26_01_01_01_shack_neutral.wav,neutral
1411,data/training\Actor_26\26_01_01_01_shall_neutral.wav,neutral
1412,data/training\Actor_26\26_01_01_01_shawl_neutral.wav,neutral
1413,data/training\Actor_26\26_01_01_01_sheep_neutral.wav,neutral
1414,data/training\Actor_26\26_01_01_01_shirt_neutral.wav,neutral
1415,data/training\Actor_26\26_01_01_01_should_neutral.wav,neutral
1416,data/training\Actor_26\26_01_01_01_shout_neutral.wav,neutral
1417,data/training\Actor_26\26_01_01_01_size_neutral.wav,neutral
1418,data/training\Actor_26\26_01_01_01_soap_neutral.wav,neutral
1419,data/training\Actor_26\26_01_01_01_soup_neutral.wav,neutral
1420,data/training\Actor_26\26_01_01_01_sour_neutral.wav,neutral
1421,data/training\Actor_26\26_01_01_01_south_neutral.wav,neutral
1422,data/training\Actor_26\26_01_01_01_sub_neutral.wav,neutral
1423,data/training\Actor_26\26_01_01_01_such_neutral.wav,neutral
1424,data/training\Actor_26\26_01_01_01_sure_neutral.wav,neutral
1425,data/training\Actor_26\26_01_01_01_take_neutral.wav,neutral
1426,data/training\Actor_26\26_01_01_01_talk_neutral.wav,neutral
1427,data/training\Actor_26\26_01_01_01_tape_neutral.wav,neutral
1428,data/training\Actor_26\26_01_01_01_team_neutral.wav,neutral
1429,data/training\Actor_26\26_01_01_01_tell_neutral.wav,neutral
1430,data/training\Actor_26\26_01_01_01_thin_neutral.wav,neutral
1431,data/training\Actor_26\26_01_01_01_third_neutral.wav,neutral
1432,data/training\Actor_26\26_01_01_01_thought_neutral.wav,neutral
1433,data/training\Actor_26\26_01_01_01_thumb_neutral.wav,neutral
1434,data/training\Actor_26\26_01_01_01_time_neutral.wav,neutral
1435,data/training\Actor_26\26_01_01_01_tip_neutral.wav,neutral
1436,data/training\Actor_26\26_01_01_01_tire_neutral.wav,neutral
1437,data/training\Actor_26\26_01_01_01_ton_neutral.wav,neutral
1438,data/training\Actor_26\26_01_01_01_tool_neutral.wav,neutral
1439,data/training\Actor_26\26_01_01_01_tough_neutral.wav,neutral
1440,data/training\Actor_26\26_01_01_01_turn_neutral.wav,neutral
1441,data/training\Actor_26\26_01_01_01_vine_neutral.wav,neutral
1442,data/training\Actor_26\26_01_01_01_voice_neutral.wav,neutral
1443,data/training\Actor_26\26_01_01_01_void_neutral.wav,neutral
1444,data/training\Actor_26\26_01_01_01_vote_neutral.wav,neutral
1445,data/training\Actor_26\26_01_01_01_wag_neutral.wav,neutral
1446,data/training\Actor_26\26_01_01_01_walk_neutral.wav,neutral
1447,data/training\Actor_26\26_01_01_01_wash_neutral.wav,neutral
1448,data/training\Actor_26\26_01_01_01_week_neutral.wav,neutral
1449,data/training\Actor_26\26_01_01_01_wheat_neutral.wav,neutral
1450,data/training\Actor_26\26_01_01_01_when_neutral.wav,neutral
1451,data/training\Actor_26\26_01_01_01_which_neutral.wav,neutral
1452,data/training\Actor_26\26_01_01_01_whip_neutral.wav,neutral
1453,data/training\Actor_26\26_01_01_01_white_neutral.wav,neutral
1454,data/training\Actor_26\26_01_01_01_wife_neutral.wav,neutral
1455,data/training\Actor_26\26_01_01_01_wire_neutral.wav,neutral
1456,data/training\Actor_26\26_01_01_01_witch_neutral.wav,neutral
1457,data/training\Actor_26\26_01_01_01_yearn_neutral.wav,neutral
1458,data/training\Actor_26\26_01_01_01_yes_neutral.wav,neutral
1459,data/training\Actor_26\26_01_01_01_young_neutral.wav,neutral
1460,data/training\Actor_26\26_01_01_01_youth_neutral.wav,neutral
1461,data/training\Actor_01\01_01_01_01_dogs-sitting_sad.wav,sad
1462,data/training\Actor_01\01_01_01_01_kids-talking_sad.wav,sad
1463,data/training\Actor_01\01_01_01_02_dogs-sitting_sad.wav,sad
1464,data/training\Actor_01\01_01_01_02_kids-talking_sad.wav,sad
1465,data/training\Actor_01\01_01_02_01_dogs-sitting_sad.wav,sad
1466,data/training\Actor_01\01_01_02_01_kids-talking_sad.wav,sad
1467,data/training\Actor_01\01_01_02_02_dogs-sitting_sad.wav,sad
1468,data/training\Actor_01\01_01_02_02_kids-talking_sad.wav,sad
1469,data/training\Actor_02\02_01_01_01_dogs-sitting_sad.wav,sad
1470,data/training\Actor_02\02_01_01_01_kids-talking_sad.wav,sad
1471,data/training\Actor_02\02_01_01_02_dogs-sitting_sad.wav,sad
1472,data/training\Actor_02\02_01_01_02_kids-talking_sad.wav,sad
1473,data/training\Actor_02\02_01_02_01_dogs-sitting_sad.wav,sad
1474,data/training\Actor_02\02_01_02_01_kids-talking_sad.wav,sad
1475,data/training\Actor_02\02_01_02_02_dogs-sitting_sad.wav,sad
1476,data/training\Actor_02\02_01_02_02_kids-talking_sad.wav,sad
1477,data/training\Actor_03\03_01_01_01_dogs-sitting_sad.wav,sad
1478,data/training\Actor_03\03_01_01_01_kids-talking_sad.wav,sad
1479,data/training\Actor_03\03_01_01_02_dogs-sitting_sad.wav,sad
1480,data/training\Actor_03\03_01_01_02_kids-talking_sad.wav,sad
1481,data/training\Actor_03\03_01_02_01_dogs-sitting_sad.wav,sad
1482,data/training\Actor_03\03_01_02_01_kids-talking_sad.wav,sad
1483,data/training\Actor_03\03_01_02_02_dogs-sitting_sad.wav,sad
1484,data/training\Actor_03\03_01_02_02_kids-talking_sad.wav,sad
1485,data/training\Actor_04\04_01_01_01_dogs-sitting_sad.wav,sad
1486,data/training\Actor_04\04_01_01_01_kids-talking_sad.wav,sad
1487,data/training\Actor_04\04_01_01_02_dogs-sitting_sad.wav,sad
1488,data/training\Actor_04\04_01_01_02_kids-talking_sad.wav,sad
1489,data/training\Actor_04\04_01_02_01_dogs-sitting_sad.wav,sad
1490,data/training\Actor_04\04_01_02_01_kids-talking_sad.wav,sad
1491,data/training\Actor_04\04_01_02_02_dogs-sitting_sad.wav,sad
1492,data/training\Actor_04\04_01_02_02_kids-talking_sad.wav,sad
1493,data/training\Actor_05\05_01_01_01_dogs-sitting_sad.wav,sad
1494,data/training\Actor_05\05_01_01_01_kids-talking_sad.wav,sad
1495,data/training\Actor_05\05_01_01_02_dogs-sitting_sad.wav,sad
1496,data/training\Actor_05\05_01_01_02_kids-talking_sad.wav,sad
1497,data/training\Actor_05\05_01_02_01_dogs-sitting_sad.wav,sad
1498,data/training\Actor_05\05_01_02_01_kids-talking_sad.wav,sad
1499,data/training\Actor_05\05_01_02_02_dogs-sitting_sad.wav,sad
1500,data/training\Actor_05\05_01_02_02_kids-talking_sad.wav,sad
1501,data/training\Actor_06\06_01_01_01_dogs-sitting_sad.wav,sad
1502,data/training\Actor_06\06_01_01_01_kids-talking_sad.wav,sad
1503,data/training\Actor_06\06_01_01_02_dogs-sitting_sad.wav,sad
1504,data/training\Actor_06\06_01_01_02_kids-talking_sad.wav,sad
1505,data/training\Actor_06\06_01_02_01_dogs-sitting_sad.wav,sad
1506,data/training\Actor_06\06_01_02_01_kids-talking_sad.wav,sad
1507,data/training\Actor_06\06_01_02_02_dogs-sitting_sad.wav,sad
1508,data/training\Actor_06\06_01_02_02_kids-talking_sad.wav,sad
1509,data/training\Actor_07\07_01_01_01_dogs-sitting_sad.wav,sad
1510,data/training\Actor_07\07_01_01_01_kids-talking_sad.wav,sad
1511,data/training\Actor_07\07_01_01_02_dogs-sitting_sad.wav,sad
1512,data/training\Actor_07\07_01_01_02_kids-talking_sad.wav,sad
1513,data/training\Actor_07\07_01_02_01_dogs-sitting_sad.wav,sad
1514,data/training\Actor_07\07_01_02_01_kids-talking_sad.wav,sad
1515,data/training\Actor_07\07_01_02_02_dogs-sitting_sad.wav,sad
1516,data/training\Actor_07\07_01_02_02_kids-talking_sad.wav,sad
1517,data/training\Actor_08\08_01_01_01_dogs-sitting_sad.wav,sad
1518,data/training\Actor_08\08_01_01_01_kids-talking_sad.wav,sad
1519,data/training\Actor_08\08_01_01_02_dogs-sitting_sad.wav,sad
1520,data/training\Actor_08\08_01_01_02_kids-talking_sad.wav,sad
1521,data/training\Actor_08\08_01_02_01_dogs-sitting_sad.wav,sad
1522,data/training\Actor_08\08_01_02_01_kids-talking_sad.wav,sad
1523,data/training\Actor_08\08_01_02_02_dogs-sitting_sad.wav,sad
1524,data/training\Actor_08\08_01_02_02_kids-talking_sad.wav,sad
1525,data/training\Actor_09\09_01_01_01_dogs-sitting_sad.wav,sad
1526,data/training\Actor_09\09_01_01_01_kids-talking_sad.wav,sad
1527,data/training\Actor_09\09_01_01_02_dogs-sitting_sad.wav,sad
1528,data/training\Actor_09\09_01_01_02_kids-talking_sad.wav,sad
1529,data/training\Actor_09\09_01_02_01_dogs-sitting_sad.wav,sad
1530,data/training\Actor_09\09_01_02_01_kids-talking_sad.wav,sad
1531,data/training\Actor_09\09_01_02_02_dogs-sitting_sad.wav,sad
1532,data/training\Actor_09\09_01_02_02_kids-talking_sad.wav,sad
1533,data/training\Actor_10\10_01_01_01_dogs-sitting_sad.wav,sad
1534,data/training\Actor_10\10_01_01_01_kids-talking_sad.wav,sad
1535,data/training\Actor_10\10_01_01_02_dogs-sitting_sad.wav,sad
1536,data/training\Actor_10\10_01_01_02_kids-talking_sad.wav,sad
1537,data/training\Actor_10\10_01_02_01_dogs-sitting_sad.wav,sad
1538,data/training\Actor_10\10_01_02_01_kids-talking_sad.wav,sad
1539,data/training\Actor_10\10_01_02_02_dogs-sitting_sad.wav,sad
1540,data/training\Actor_10\10_01_02_02_kids-talking_sad.wav,sad
1541,data/training\Actor_11\11_01_01_01_dogs-sitting_sad.wav,sad
1542,data/training\Actor_11\11_01_01_01_kids-talking_sad.wav,sad
1543,data/training\Actor_11\11_01_01_02_dogs-sitting_sad.wav,sad
1544,data/training\Actor_11\11_01_01_02_kids-talking_sad.wav,sad
1545,data/training\Actor_11\11_01_02_01_dogs-sitting_sad.wav,sad
1546,data/training\Actor_11\11_01_02_01_kids-talking_sad.wav,sad
1547,data/training\Actor_11\11_01_02_02_dogs-sitting_sad.wav,sad
1548,data/training\Actor_11\11_01_02_02_kids-talking_sad.wav,sad
1549,data/training\Actor_12\12_01_01_01_dogs-sitting_sad.wav,sad
1550,data/training\Actor_12\12_01_01_01_kids-talking_sad.wav,sad
1551,data/training\Actor_12\12_01_01_02_dogs-sitting_sad.wav,sad
1552,data/training\Actor_12\12_01_01_02_kids-talking_sad.wav,sad
1553,data/training\Actor_12\12_01_02_01_dogs-sitting_sad.wav,sad
1554,data/training\Actor_12\12_01_02_01_kids-talking_sad.wav,sad
1555,data/training\Actor_12\12_01_02_02_dogs-sitting_sad.wav,sad
1556,data/training\Actor_12\12_01_02_02_kids-talking_sad.wav,sad
1557,data/training\Actor_13\13_01_01_01_dogs-sitting_sad.wav,sad
1558,data/training\Actor_13\13_01_01_01_kids-talking_sad.wav,sad
1559,data/training\Actor_13\13_01_01_02_dogs-sitting_sad.wav,sad
1560,data/training\Actor_13\13_01_01_02_kids-talking_sad.wav,sad
1561,data/training\Actor_13\13_01_02_01_dogs-sitting_sad.wav,sad
1562,data/training\Actor_13\13_01_02_01_kids-talking_sad.wav,sad
1563,data/training\Actor_13\13_01_02_02_dogs-sitting_sad.wav,sad
1564,data/training\Actor_13\13_01_02_02_kids-talking_sad.wav,sad
1565,data/training\Actor_18\18_01_01_01_dogs-sitting_sad.wav,sad
1566,data/training\Actor_18\18_01_01_01_kids-talking_sad.wav,sad
1567,data/training\Actor_18\18_01_01_02_dogs-sitting_sad.wav,sad
1568,data/training\Actor_18\18_01_01_02_kids-talking_sad.wav,sad
1569,data/training\Actor_18\18_01_02_01_dogs-sitting_sad.wav,sad
1570,data/training\Actor_18\18_01_02_01_kids-talking_sad.wav,sad
1571,data/training\Actor_18\18_01_02_02_dogs-sitting_sad.wav,sad
1572,data/training\Actor_18\18_01_02_02_kids-talking_sad.wav,sad
1573,data/training\Actor_19\19_01_01_01_dogs-sitting_sad.wav,sad
1574,data/training\Actor_19\19_01_01_01_kids-talking_sad.wav,sad
1575,data/training\Actor_19\19_01_01_02_dogs-sitting_sad.wav,sad
1576,data/training\Actor_19\19_01_01_02_kids-talking_sad.wav,sad
1577,data/training\Actor_19\19_01_02_01_dogs-sitting_sad.wav,sad
1578,data/training\Actor_19\19_01_02_01_kids-talking_sad.wav,sad
1579,data/training\Actor_19\19_01_02_02_dogs-sitting_sad.wav,sad
1580,data/training\Actor_19\19_01_02_02_kids-talking_sad.wav,sad
1581,data/training\Actor_20\20_01_01_01_dogs-sitting_sad.wav,sad
1582,data/training\Actor_20\20_01_01_01_kids-talking_sad.wav,sad
1583,data/training\Actor_20\20_01_01_02_dogs-sitting_sad.wav,sad
1584,data/training\Actor_20\20_01_01_02_kids-talking_sad.wav,sad
1585,data/training\Actor_20\20_01_02_01_dogs-sitting_sad.wav,sad
1586,data/training\Actor_20\20_01_02_01_kids-talking_sad.wav,sad
1587,data/training\Actor_20\20_01_02_02_dogs-sitting_sad.wav,sad
1588,data/training\Actor_20\20_01_02_02_kids-talking_sad.wav,sad
1589,data/training\Actor_21\21_01_01_01_dogs-sitting_sad.wav,sad
1590,data/training\Actor_21\21_01_01_01_kids-talking_sad.wav,sad
1591,data/training\Actor_21\21_01_01_02_dogs-sitting_sad.wav,sad
1592,data/training\Actor_21\21_01_01_02_kids-talking_sad.wav,sad
1593,data/training\Actor_21\21_01_02_01_dogs-sitting_sad.wav,sad
1594,data/training\Actor_21\21_01_02_01_kids-talking_sad.wav,sad
1595,data/training\Actor_21\21_01_02_02_dogs-sitting_sad.wav,sad
1596,data/training\Actor_21\21_01_02_02_kids-talking_sad.wav,sad
1597,data/training\Actor_22\22_01_01_01_dogs-sitting_sad.wav,sad
1598,data/training\Actor_22\22_01_01_01_kids-talking_sad.wav,sad
1599,data/training\Actor_22\22_01_01_02_dogs-sitting_sad.wav,sad
1600,data/training\Actor_22\22_01_01_02_kids-talking_sad.wav,sad
1601,data/training\Actor_22\22_01_02_01_dogs-sitting_sad.wav,sad
1602,data/training\Actor_22\22_01_02_01_kids-talking_sad.wav,sad
1603,data/training\Actor_22\22_01_02_02_dogs-sitting_sad.wav,sad
1604,data/training\Actor_22\22_01_02_02_kids-talking_sad.wav,sad
1605,data/training\Actor_23\23_01_01_01_dogs-sitting_sad.wav,sad
1606,data/training\Actor_23\23_01_01_01_kids-talking_sad.wav,sad
1607,data/training\Actor_23\23_01_01_02_dogs-sitting_sad.wav,sad
1608,data/training\Actor_23\23_01_01_02_kids-talking_sad.wav,sad
1609,data/training\Actor_23\23_01_02_01_dogs-sitting_sad.wav,sad
1610,data/training\Actor_23\23_01_02_01_kids-talking_sad.wav,sad
1611,data/training\Actor_23\23_01_02_02_dogs-sitting_sad.wav,sad
1612,data/training\Actor_23\23_01_02_02_kids-talking_sad.wav,sad
1613,data/training\Actor_24\03-02-04-01-01-01-24_sad.wav,sad
1614,data/training\Actor_24\03-02-04-01-01-02-24_sad.wav,sad
1615,data/training\Actor_24\03-02-04-01-02-01-24_sad.wav,sad
1616,data/training\Actor_24\03-02-04-01-02-02-24_sad.wav,sad
1617,data/training\Actor_24\03-02-04-02-01-01-24_sad.wav,sad
1618,data/training\Actor_24\03-02-04-02-01-02-24_sad.wav,sad
1619,data/training\Actor_24\03-02-04-02-02-01-24_sad.wav,sad
1620,data/training\Actor_24\03-02-04-02-02-02-24_sad.wav,sad
1621,data/training\Actor_24\24_01_01_01_dogs-sitting_sad.wav,sad
1622,data/training\Actor_24\24_01_01_01_kids-talking_sad.wav,sad
1623,data/training\Actor_24\24_01_01_02_dogs-sitting_sad.wav,sad
1624,data/training\Actor_24\24_01_01_02_kids-talking_sad.wav,sad
1625,data/training\Actor_24\24_01_02_01_dogs-sitting_sad.wav,sad
1626,data/training\Actor_24\24_01_02_01_kids-talking_sad.wav,sad
1627,data/training\Actor_24\24_01_02_02_dogs-sitting_sad.wav,sad
1628,data/training\Actor_24\24_01_02_02_kids-talking_sad.wav,sad
1629,data/training\Actor_25\25_01_01_01_far_sad.wav,sad
1630,data/training\Actor_25\25_01_01_01_fat_sad.wav,sad
1631,data/training\Actor_25\25_01_01_01_fit_sad.wav,sad
1632,data/training\Actor_25\25_01_01_01_five_sad.wav,sad
1633,data/training\Actor_25\25_01_01_01_food_sad.wav,sad
